Q0	'Ndrangheta
Q17238	Regulator (Egypt)
Q17239	Regulator (Ethiopia)
Q17240	Regulator (France)
Q17241	Regulator (Honduras)
Q17242	Regulator (Hong Kong)
Q17243	Regulator (Hungary)
Q17244	Regulator (India)
Q17245	Regulator (Ireland)
Q17246	Regulator (Japan)
Q17247	Regulator (Kazakhstan)
Q17248	Regulator (Malaysia)
Q17249	Regulator (Mexico)
Q17250	Regulator (Nigeria)
Q17251	Regulator (Norway)
Q17252	Regulator (Pakistan)
Q17253	Regulator (Philippines)
Q17254	Regulator (Russia)
Q17255	Regulator (South Africa)
Q17256	Regulator (Taiwan)
Q17257	Regulator (Tanzania)
Q17258	Regulator (Thailand)
Q17259	Regulator (Uganda)
Q17260	Regulator (United Kingdom)
Q17261	Regulator (United States)
Q17262	Regulator (Zimbabwe)
Q17263	Regulatory Body (Burundi)
Q17264	Rehman Malik
Q17265	Reliance Industries
Q17266	Religion (Afghanistan)
Q17267	Religion (Albania)
Q17268	Religion (Argentina)
Q17269	Religion (Australia)
Q17270	Religion (Barbados)
Q17271	Religion (Botswana)
Q17272	Religion (Brazil)
Q17273	Religion (Canada)
Q17274	Religion (China)
Q17275	Religion (Colombia)
Q17276	Religion (Cote d'Ivoire)
Q17277	Religion (Cuba)
Q17278	Religion (Democratic Republic of Congo)
Q17279	Religion (Egypt)
Q17280	Religion (El Salvador)
Q17281	Religion (France)
Q17282	Religion (Gabon)
Q17283	Religion (Guyana)
Q17284	Religion (Haiti)
Q17285	Religion (India)
Q17286	Religion (Indonesia)
Q17287	Religion (Iran)
Q17288	Religion (Iraq)
Q17289	Religion (Ireland)
Q17290	Religion (Israel)
Q17291	Religion (Italy)
Q17292	Religion (Jamaica)
Q17293	Religion (Jordan)
Q17294	Religion (Latvia)
Q17295	Religion (Lebanon)
Q17296	Religion (Liberia)
Q17297	Religion (Madagascar)
Q17298	Religion (Myanmar)
Q17299	Religion (New Zealand)
Q17300	Religion (Nicaragua)
Q17301	Religion (Nigeria)
Q17302	Religion (Non-Governmental Organizations)
Q17303	Religion (Pakistan)
Q17304	Religion (Palestinian Territory, Occupied)
Q17305	Religion (Peru)
Q17306	Religion (Philippines)
Q17307	Religion (Poland)
Q17308	Religion (Russia)
Q17309	Religion (Rwanda)
Q17310	Religion (Saudi Arabia)
Q17311	Religion (Senegal)
Q17312	Religion (Slovakia)
Q17313	Religion (South Korea)
Q17314	Religion (Sri Lanka)
Q17315	Religion (Sudan)
Q17316	Religion (Switzerland)
Q17317	Religion (Turkmenistan)
Q17318	Religion (Ukraine)
Q17319	Religion (United Kingdom)
Q17320	Religion (United States)
Q17321	Religion (Zimbabwe)
Q17322	Remigijus Šimašius
Q17323	Renaissance Movement
Q17324	Renato Duque
Q17325	Renato Usatii
Q17326	Renault
Q17327	Rene Mario Figueroa
Q17328	Rene Sanabria
Q17329	Renganaden Padayachy
Q17330	Reporters Without Borders
Q17331	Representative to the United Nations (China)
Q17332	Representative to the United Nations (Egypt)
Q17333	Representative to the United Nations (Estonia)
Q17334	Representative to the United Nations (Ethiopia)
Q17335	Representative to the United Nations (France)
Q17336	Representative to the United Nations (India)
Q17337	Representative to the United Nations (Iran)
Q17338	Representative to the United Nations (Israel)
Q17339	Representative to the United Nations (Kenya)
Q17340	Representative to the United Nations (Myanmar)
Q17341	Representative to the United Nations (Pakistan)
Q17342	Representative to the United Nations (Russia)
Q17343	Representative to the United Nations (Syria)
Q17344	Representative to the United Nations (Taiwan)
Q17345	Representative to the United Nations (Ukraine)
Q17346	Representative to the United Nations (United Kingdom)
Q17347	Representative to the United Nations (United States)
Q17348	Representatives (Afghanistan)
Q17349	Representatives (Albania)
Q17350	Representatives (Algeria)
Q17351	Representatives (Angola)
Q17352	Representatives (Argentina)
Q17353	Representatives (Armenia)
Q17354	Representatives (Australia)
Q17355	Representatives (Austria)
Q17356	Representatives (Azerbaijan)
Q17357	Representatives (Bahrain)
Q17358	Representatives (Bangladesh)
Q17359	Representatives (Belarus)
Q17360	Representatives (Belgium)
Q17361	Representatives (Benin)
Q17362	Representatives (Bolivia)
Q17363	Representatives (Bosnia and Herzegovina)
Q17364	Representatives (Brazil)
Q17365	Representatives (Bulgaria)
Q17366	Representatives (Cameroon)
Q17367	Representatives (Canada)
Q17368	Representatives (Chile)
Q17369	Representatives (China)
Q17370	Representatives (Colombia)
Q17371	Representatives (Congo)
Q17372	Representatives (Cote d'Ivoire)
Q17373	Representatives (Croatia)
Q17374	Representatives (Cyprus)
Q17375	Representatives (Czech Republic)
Q17376	Representatives (Democratic Republic of Congo)
Q17377	Representatives (Ecuador)
Q17378	Representatives (Egypt)
Q17379	Representatives (El Salvador)
Q17380	Representatives (Estonia)
Q17381	Representatives (Ethiopia)
Q17382	Representatives (Falkland Islands (Malvinas))
Q17383	Representatives (France)
Q17384	Representatives (Georgia)
Q17385	Representatives (Germany)
Q17386	Representatives (Greece)
Q17387	Representatives (Guatemala)
Q17388	Representatives (Guyana)
Q17389	Representatives (Haiti)
Q17390	Representatives (Holy See (Vatican City State))
Q17391	Representatives (Hong Kong)
Q17392	Representatives (Hungary)
Q17393	Representatives (India)
Q17394	Representatives (Indonesia)
Q17395	Representatives (International)
Q17396	Representatives (Iran)
Q17397	Representatives (Iraq)
Q17398	Representatives (Israel)
Q17399	Representatives (Italy)
Q17400	Representatives (Japan)
Q17401	Representatives (Jordan)
Q17402	Representatives (Kazakhstan)
Q17403	Representatives (Kenya)
Q17404	Representatives (Kosovo)
Q17405	Representatives (Kyrgyzstan)
Q17406	Representatives (Laos)
Q17407	Representatives (Latvia)
Q17408	Representatives (Lebanon)
Q17409	Representatives (Liberia)
Q17410	Representatives (Libya)
Q17411	Representatives (Lithuania)
Q17412	Representatives (Macedonia)
Q17413	Representatives (Madagascar)
Q17414	Representatives (Malawi)
Q17415	Representatives (Malaysia)
Q17416	Representatives (Mali)
Q17417	Representatives (Mauritania)
Q17418	Representatives (Mauritius)
Q17419	Representatives (Mexico)
Q17420	Representatives (Moldova)
Q17421	Representatives (Morocco)
Q17422	Representatives (Myanmar)
Q17423	Representatives (New Caledonia)
Q17424	Representatives (New Zealand)
Q17425	Representatives (Nigeria)
Q17426	Representatives (Non-Governmental Organizations)
Q17427	Representatives (North Korea)
Q17428	Representatives (Oman)
Q17429	Representatives (Pakistan)
Q17430	Representatives (Palestinian Territory, Occupied)
Q17431	Representatives (Peru)
Q17432	Representatives (Philippines)
Q17433	Representatives (Poland)
Q17434	Representatives (Portugal)
Q17435	Representatives (Qatar)
Q17436	Representatives (Romania)
Q17437	Representatives (Russia)
Q17438	Representatives (Saudi Arabia)
Q17439	Representatives (Senegal)
Q17440	Representatives (Serbia)
Q17441	Representatives (Sierra Leone)
Q17442	Representatives (Singapore)
Q17443	Representatives (Slovakia)
Q17444	Representatives (Somalia)
Q17445	Representatives (South Africa)
Q17446	Representatives (South Korea)
Q17447	Representatives (Spain)
Q17448	Representatives (Sri Lanka)
Q17449	Representatives (Sudan)
Q17450	Representatives (Swaziland)
Q17451	Representatives (Sweden)
Q17452	Representatives (Syria)
Q17453	Representatives (Taiwan)
Q17454	Representatives (Tajikistan)
Q17455	Representatives (Thailand)
Q17456	Representatives (Tunisia)
Q17457	Representatives (Turkey)
Q17458	Representatives (Ukraine)
Q17459	Representatives (Unidentified State Actor)
Q17460	Representatives (United Kingdom)
Q17461	Representatives (United States)
Q17462	Representatives (Uzbekistan)
Q17463	Representatives (Venezuela)
Q17464	Representatives (Vietnam)
Q17465	Representatives (Yemen)
Q17466	Representatives (Zambia)
Q17467	Representatives (Zimbabwe)
Q17468	Republic Party
Q17469	Republic of Artsakh
Q17470	Republic of South Ossetia
Q17471	Republican Guard
Q17472	Republican Party (Armenia)
Q17473	Republican Party (Chile)
Q17474	Republican Party (France)
Q17475	Republican Party (Georgia)
Q17476	Republican Party (India)
Q17477	Republican Party (Iran)
Q17478	Republican Party (United Kingdom)
Q17479	Republican Party (United States)
Q17480	Republican Party of Georgia
Q17481	Republican People's Party
Q17482	Republican Proposal
Q17483	Resalat
Q17484	Reserve Bank of India
Q17485	Reserve Bank of Malawi
Q17486	Reserve Bank of Zimbabwe
Q17487	Reserve Personnel (Afghanistan)
Q17488	Reserve Personnel (Algeria)
Q17489	Reserve Personnel (Armenia)
Q17490	Reserve Personnel (Australia)
Q17491	Reserve Personnel (Azerbaijan)
Q17492	Reserve Personnel (Bahrain)
Q17493	Reserve Personnel (Bangladesh)
Q17494	Reserve Personnel (Belarus)
Q17495	Reserve Personnel (Belgium)
Q17496	Reserve Personnel (Brazil)
Q17497	Reserve Personnel (Cambodia)
Q17498	Reserve Personnel (Canada)
Q17499	Reserve Personnel (China)
Q17500	Reserve Personnel (Colombia)
Q17501	Reserve Personnel (Crimea)
Q17502	Reserve Personnel (Croatia)
Q17503	Reserve Personnel (Egypt)
Q17504	Reserve Personnel (Estonia)
Q17505	Reserve Personnel (Finland)
Q17506	Reserve Personnel (Greece)
Q17507	Reserve Personnel (Hungary)
Q17508	Reserve Personnel (India)
Q17509	Reserve Personnel (Indonesia)
Q17510	Reserve Personnel (Iran)
Q17511	Reserve Personnel (Iraq)
Q17512	Reserve Personnel (Israel)
Q17513	Reserve Personnel (Italy)
Q17514	Reserve Personnel (Japan)
Q17515	Reserve Personnel (Kazakhstan)
Q17516	Reserve Personnel (Kenya)
Q17517	Reserve Personnel (Kyrgyzstan)
Q17518	Reserve Personnel (Latvia)
Q17519	Reserve Personnel (Liberia)
Q17520	Reserve Personnel (Libya)
Q17521	Reserve Personnel (Lithuania)
Q17522	Reserve Personnel (Moldova)
Q17523	Reserve Personnel (Namibia)
Q17524	Reserve Personnel (Nicaragua)
Q17525	Reserve Personnel (Niger)
Q17526	Reserve Personnel (Pakistan)
Q17527	Reserve Personnel (Philippines)
Q17528	Reserve Personnel (Poland)
Q17529	Reserve Personnel (Portugal)
Q17530	Reserve Personnel (Qatar)
Q17531	Reserve Personnel (Russia)
Q17532	Reserve Personnel (Saudi Arabia)
Q17533	Reserve Personnel (Serbia)
Q17534	Reserve Personnel (Singapore)
Q17535	Reserve Personnel (Slovakia)
Q17536	Reserve Personnel (South Africa)
Q17537	Reserve Personnel (Spain)
Q17538	Reserve Personnel (Taiwan)
Q17539	Reserve Personnel (Tajikistan)
Q17540	Reserve Personnel (Tunisia)
Q17541	Reserve Personnel (Turkey)
Q17542	Reserve Personnel (Ukraine)
Q17543	Reserve Personnel (United Kingdom)
Q17544	Reserve Personnel (United States)
Q17545	Reserve Personnel (Uzbekistan)
Q17546	Reserve Personnel (Vietnam)
Q17547	Reserve Personnel (Yemen)
Q17548	Residents of the Capital (Kyrgyzstan)
Q17549	Residents of the Capital (Russia)
Q17550	Resistance Group (Hamas)
Q17551	Resistance Group (Hezbollah)
Q17552	Resistance Group (Iraq)
Q17553	Resistance Group (Israel)
Q17554	Resistance Group (Palestinian Territory, Occupied)
Q17555	Resistance Group (Syria)
Q17556	Resistance Group (Yemen)
Q17557	Resistance Leader (Iran)
Q17558	Resistance Leader (Palestinian Territory, Occupied)
Q17559	Resistance Movement (Hezbollah)
Q17560	Resistance Movement (Iraq)
Q17561	Resistance Movement (Lebanon)
Q17562	Resistance Movement (Nigeria)
Q17563	Resistance Movement (Palestinian Islamic Jihad)
Q17564	Resistance Movement (Palestinian Territory, Occupied)
Q17565	Resistance Movement (People's Mujahedin of Iran)
Q17566	Resistance Movement (Uganda)
Q17567	Resistance Movement (Yemen)
Q17568	Retno Marsudi
Q17569	Reuben Abati
Q17570	Reuters
Q17571	Reuven Rivlin
Q17572	Revolutionary Armed Forces of Colombia
Q17573	Revolutionary Guards
Q17574	Revolutionary Party (Laos)
Q17575	Revolutionary Party (Lebanon)
Q17576	Revolutionary Party (South Korea)
Q17577	Revolutionary Party (Zimbabwe)
Q17578	Revolutionary People's Party of Laos
Q17579	Revolutionary United Front
Q17580	Rex Tillerson
Q17581	Reza Zarrab
Q17582	Rezonansi
Q17583	Ri Ryong Nam
Q17584	Ri Sol Ju
Q17585	Ri Son-gwon
Q17586	Riad Abu Ghayda
Q17587	Riad Salameh
Q17588	Ric McIver
Q17589	Ricardo Cabrisas
Q17590	Ricardo Gonzalez
Q17591	Ricardo Lagos
Q17592	Ricardo Martinelli
Q17593	Ricardo Monreal Ávila
Q17594	Ricardo Patino
Q17595	Ricardo Salinas Pliego
Q17596	Richard Armitage
Q17597	Richard Blumenthal
Q17598	Richard Brabec
Q17599	Richard Nixon
Q17600	Richard Norland
Q17601	Richard Rasi
Q17602	Richard Sulík
Q17603	Richard Wilson Riley
Q17604	Riek Machar
Q17605	Rights Activist (Aceh)
Q17606	Rights Activist (Afghanistan)
Q17607	Rights Activist (Algeria)
Q17608	Rights Activist (Australia)
Q17609	Rights Activist (Azerbaijan)
Q17610	Rights Activist (Bahrain)
Q17611	Rights Activist (Bangladesh)
Q17612	Rights Activist (Belarus)
Q17613	Rights Activist (Brazil)
Q17614	Rights Activist (Cameroon)
Q17615	Rights Activist (Canada)
Q17616	Rights Activist (Chad)
Q17617	Rights Activist (China)
Q17618	Rights Activist (Colombia)
Q17619	Rights Activist (Democratic Republic of Congo)
Q17620	Rights Activist (Ecuador)
Q17621	Rights Activist (Egypt)
Q17622	Rights Activist (El Salvador)
Q17623	Rights Activist (Estonia)
Q17624	Rights Activist (France)
Q17625	Rights Activist (Georgia)
Q17626	Rights Activist (Germany)
Q17627	Rights Activist (Ghana)
Q17628	Rights Activist (Greece)
Q17629	Rights Activist (Guatemala)
Q17630	Rights Activist (Haiti)
Q17631	Rights Activist (Hong Kong)
Q17632	Rights Activist (Hungary)
Q17633	Rights Activist (India)
Q17634	Rights Activist (Indonesia)
Q17635	Rights Activist (Iran)
Q17636	Rights Activist (Iraq)
Q17637	Rights Activist (Israel)
Q17638	Rights Activist (Japan)
Q17639	Rights Activist (Jordan)
Q17640	Rights Activist (Kazakhstan)
Q17641	Rights Activist (Kenya)
Q17642	Rights Activist (Lebanon)
Q17643	Rights Activist (Libya)
Q17644	Rights Activist (Mali)
Q17645	Rights Activist (Mexico)
Q17646	Rights Activist (Morocco)
Q17647	Rights Activist (Myanmar)
Q17648	Rights Activist (Nepal)
Q17649	Rights Activist (Netherlands)
Q17650	Rights Activist (Nicaragua)
Q17651	Rights Activist (Nigeria)
Q17652	Rights Activist (Pakistan)
Q17653	Rights Activist (Palestinian Territory, Occupied)
Q17654	Rights Activist (Philippines)
Q17655	Rights Activist (Poland)
Q17656	Rights Activist (Russia)
Q17657	Rights Activist (Saudi Arabia)
Q17658	Rights Activist (Senegal)
Q17659	Rights Activist (South Africa)
Q17660	Rights Activist (South Korea)
Q17661	Rights Activist (Spain)
Q17662	Rights Activist (Sri Lanka)
Q17663	Rights Activist (Sudan)
Q17664	Rights Activist (Switzerland)
Q17665	Rights Activist (Syria)
Q17666	Rights Activist (Taiwan)
Q17667	Rights Activist (Tajikistan)
Q17668	Rights Activist (Tanzania)
Q17669	Rights Activist (Thailand)
Q17670	Rights Activist (Tunisia)
Q17671	Rights Activist (Turkey)
Q17672	Rights Activist (Ukraine)
Q17673	Rights Activist (United Arab Emirates)
Q17674	Rights Activist (United Kingdom)
Q17675	Rights Activist (United States)
Q17676	Rights Activist (Venezuela)
Q17677	Rights Activist (Zambia)
Q17678	Rights Activist (Zimbabwe)
Q17679	Rigoberta Menchú
Q17680	Riho Terras
Q17681	Rinat Akhmetov
Q17682	Rio Tinto
Q17683	Rioter (Armenia)
Q17684	Rioter (Colombia)
Q17685	Rioter (Gambia)
Q17686	Rioter (Greece)
Q17687	Rioter (Holy See (Vatican City State))
Q17688	Rioter (Hong Kong)
Q17689	Rioter (India)
Q17690	Rioter (Iran)
Q17691	Rioter (Ireland)
Q17692	Rioter (Israel)
Q17693	Rioter (Jordan)
Q17694	Rioter (Kyrgyzstan)
Q17695	Rioter (Lithuania)
Q17696	Rioter (Netherlands)
Q17697	Rioter (Pakistan)
Q17698	Rioter (Palestinian Territory, Occupied)
Q17699	Rioter (Paraguay)
Q17700	Rioter (South Africa)
Q17701	Rioter (Spain)
Q17702	Rioter (United Kingdom)
Q17703	Rioter (United States)
Q17704	Rishad Bathiudeen
Q17705	Rishi Sunak
Q17706	Riyad Haddad
Q17707	Riyad Mansour
Q17708	Riyad al-Malki
Q17709	Road Accident Fund
Q17710	Rob Wittman
Q17711	Robert Abela
Q17712	Robert Blake
Q17713	Robert Cazanciuc
Q17714	Robert Corbin
Q17715	Robert Doyle
Q17716	Robert Dussey
Q17717	Robert Fico
Q17718	Robert Godec
Q17719	Robert Harris
Q17720	Robert Hill
Q17721	Robert Hughes
Q17722	Robert James Brown
Q17723	Robert Jones Portman
Q17724	Robert Kocharyan
Q17725	Robert M. Gates
Q17726	Robert McBride
Q17727	Robert Menendez
Q17728	Robert Montgomery Persaud
Q17729	Robert Mueller
Q17730	Robert Mugabe
Q17731	Roberta Jacobson
Q17732	Roberto Gualtieri
Q17733	Roberto Kobeh González
Q17734	Roberto Lavagna
Q17735	Roberto León
Q17736	Robin Cook
Q17737	Roch Marc Christian Kaboré
Q17738	Rodolfo Solano
Q17739	Rodolfo Suárez
Q17740	Rodrigo Duterte
Q17741	Rodrigo Londono
Q17742	Rodrigo Londoño-Echeverry
Q17743	Rodrigo Rato
Q17744	Roel Degamo
Q17745	Rogelio Frigerio
Q17746	Rogelio Singson
Q17747	Roger Abdelmassih
Q17748	Roger Lumbala
Q17749	Roger Najar
Q17750	Rogers Communications Inc.
Q17751	Roh Tae Woo
Q17752	Rolandas Paksas
Q17753	Rolando Mendoza
Q17754	Rolex SA
Q17755	Roman Onderka
Q17756	Romani
Q17757	Romania
Q17758	Romans Naudins
Q17759	Romuald Wadagni
Q17760	Ron DeSantis
Q17761	Ron Dermer
Q17762	Ron Paul
Q17763	Ronald K. Noble
Q17764	Ronald Lauder
Q17765	Ronald Reagan
Q17766	Roosevelt Skerrit
Q17767	Rosario Murillo
Q17768	Rosatom
Q17769	Rose Francine Rogombé
Q17770	Rose Gottemoeller
Q17771	Roseanna Sarney Murad
Q17772	Roselyne Bachelot
Q17773	Rosoboronexport
Q17774	Ross Ardern
Q17775	Rostec
Q17776	Rotary International
Q17777	Rovnag Abdullayev
Q17778	Roy Bennett
Q17779	Royal Administration (Afghanistan)
Q17780	Royal Administration (Algeria)
Q17781	Royal Administration (Angola)
Q17782	Royal Administration (Argentina)
Q17783	Royal Administration (Armenia)
Q17784	Royal Administration (Australia)
Q17785	Royal Administration (Bahrain)
Q17786	Royal Administration (Belgium)
Q17787	Royal Administration (Benin)
Q17788	Royal Administration (Bhutan)
Q17789	Royal Administration (Bosnia and Herzegovina)
Q17790	Royal Administration (Brazil)
Q17791	Royal Administration (Burkina Faso)
Q17792	Royal Administration (Cambodia)
Q17793	Royal Administration (Cameroon)
Q17794	Royal Administration (Canada)
Q17795	Royal Administration (China)
Q17796	Royal Administration (Cote d'Ivoire)
Q17797	Royal Administration (Cyprus)
Q17798	Royal Administration (Denmark)
Q17799	Royal Administration (Egypt)
Q17800	Royal Administration (Fiji)
Q17801	Royal Administration (France)
Q17802	Royal Administration (Georgia)
Q17803	Royal Administration (Germany)
Q17804	Royal Administration (Ghana)
Q17805	Royal Administration (Greece)
Q17806	Royal Administration (Guatemala)
Q17807	Royal Administration (Haiti)
Q17808	Royal Administration (Hong Kong)
Q17809	Royal Administration (India)
Q17810	Royal Administration (Indonesia)
Q17811	Royal Administration (Iraq)
Q17812	Royal Administration (Israel)
Q17813	Royal Administration (Japan)
Q17814	Royal Administration (Jordan)
Q17815	Royal Administration (Kuwait)
Q17816	Royal Administration (Kyrgyzstan)
Q17817	Royal Administration (Lebanon)
Q17818	Royal Administration (Liberia)
Q17819	Royal Administration (Libya)
Q17820	Royal Administration (Malawi)
Q17821	Royal Administration (Malaysia)
Q17822	Royal Administration (Mexico)
Q17823	Royal Administration (Mongolia)
Q17824	Royal Administration (Morocco)
Q17825	Royal Administration (Myanmar)
Q17826	Royal Administration (Nepal)
Q17827	Royal Administration (Netherlands)
Q17828	Royal Administration (New Zealand)
Q17829	Royal Administration (Nicaragua)
Q17830	Royal Administration (Niger)
Q17831	Royal Administration (Nigeria)
Q17832	Royal Administration (Norway)
Q17833	Royal Administration (Pakistan)
Q17834	Royal Administration (Palestinian Territory, Occupied)
Q17835	Royal Administration (Persian Gulf)
Q17836	Royal Administration (Peru)
Q17837	Royal Administration (Philippines)
Q17838	Royal Administration (Portugal)
Q17839	Royal Administration (Qatar)
Q17840	Royal Administration (Russia)
Q17841	Royal Administration (Saudi Arabia)
Q17842	Royal Administration (Serbia)
Q17843	Royal Administration (Singapore)
Q17844	Royal Administration (South Africa)
Q17845	Royal Administration (South Korea)
Q17846	Royal Administration (Spain)
Q17847	Royal Administration (Sri Lanka)
Q17848	Royal Administration (Swaziland)
Q17849	Royal Administration (Sweden)
Q17850	Royal Administration (Syria)
Q17851	Royal Administration (Taiwan)
Q17852	Royal Administration (Thailand)
Q17853	Royal Administration (Tunisia)
Q17854	Royal Administration (Uganda)
Q17855	Royal Administration (United Arab Emirates)
Q17856	Royal Administration (United Kingdom)
Q17857	Royal Administration (United States)
Q17858	Royal Administration (Yemen)
